"difficulty","question","metric","dimension","expected_answer"
"L2","What is the Gross Profit (GP) for HON HAI in 2024-03?","Gross Profit","customer_parent","### Gross Profit (GP) (2024-03)
**Answer**: USD 912,500.00

**Scope / Confidence**
- Includes all HON HAI records across customer_parent, local_assembler, and final_customer for year_month = 2024-03, with order_type = 'SHIPMENT'
- **Data status**: Month-end closed

**Context (optional)**
- GP is computed as total_sales minus total_cost for the specified period and customer.

[Would you like a breakdown by product group or region?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT
  SUM(total_sales) AS total_sales,
  SUM(total_cost) AS total_cost,
  SUM(total_sales) - SUM(total_cost) AS gross_profit
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-03'
  AND order_type = 'SHIPMENT'
  AND (customer_parent = 'HON HAI' OR local_assembler = 'HON HAI' OR final_customer = 'HON HAI');
```
- **Filters Applied**: year_month = '2024-03'; order_type = 'SHIPMENT'; (customer_parent = 'HON HAI' OR local_assembler = 'HON HAI' OR final_customer = 'HON HAI')
- **Time Range**: 2024-03
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the gross margin for EMEA (ru) in 2024-01?","Gross Margin","ru, year_month","### GM% (2024-01)
**Answer**: 40.82%

**Scope / Confidence**
- Includes RU: EMEA; Billing SHIPMENT only
- **Data status**: Month-end closed

**Context (optional)**
- GM% is calculated as (Total_Sales - Total_Cost) / NULLIF(Total_Sales, 0). For 2024-01, EMEA shipments.

Would you like a Gross Profit value (USD) or a breakdown by product group or customer?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT
  SUM(total_sales) AS total_sales,
  SUM(total_cost) AS total_cost,
  (SUM(total_sales) - SUM(total_cost)) AS gross_profit,
  (SUM(total_sales) - SUM(total_cost)) / NULLIF(SUM(total_sales), 0) AS gross_margin_pct
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-01'
  AND ru = 'EMEA'
  AND order_type = 'SHIPMENT';
```
- **Filters Applied**: year_month = '2024-01'; ru = 'EMEA'; order_type = 'SHIPMENT'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the GM% (Gross Margin %) for EMEA (ru) in 2024-01?","GM%","ru","### GM% (2024-01)
**Answer**: 29.30%

**Scope / Confidence**
- Includes ru = EMEA for year_month = 2024-01 with order_type = SHIPMENT
- **Data status**: Month-end closed

**Context (optional)**
- GM% of 29.30% indicates the gross margin on Billing shipments in EMEA for January 2024.

[Would you like a breakdown by product group or by brand, or a YoY comparison with 2023-01?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT
  (SUM(total_sales) - SUM(total_cost)) / NULLIF(SUM(total_sales), 0) AS gm_percent
FROM ods.fact_monthly_sales_poa_billing
WHERE ru = 'EMEA'
  AND year_month = '2024-01'
  AND order_type = 'SHIPMENT';
```
- **Filters Applied**: ru = 'EMEA'; year_month = '2024-01'; order_type = 'SHIPMENT'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total sales for Resistors (pbg) in 2024-01?","total_sales","pbg","### Total Sales (2024-01)
**Answer**: USD 152,345.67

**Scope / Confidence**
- Includes all SHIPMENT records for pbg = Resistors in 2024-01
- **Data status**: Month-end closed

**Context (optional)**
- Single-period total for the Resistors (pbg) product group in January 2024.

[Recommended next step]
- Would you like a breakdown by region (ru) or by deeper product hierarchy (pbu/pbg)?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-01'
    AND pbg = 'Resistors'
    AND order_type = 'SHIPMENT';
- **Filters Applied**: year_month = '2024-01'; pbg = 'Resistors'; order_type = 'SHIPMENT'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the MoM growth in total_sales for EMEA (ru) in 2024-02?","MoM growth in total_sales","ru = 'EMEA', year_month = '2024-02'","### MoM Growth in Total Sales (2024-02)
**Answer**: 1,320,000.00 USD (MoM: +120,000.00 | +10.00%)

**Scope / Confidence**
- Includes EMEA (ru) SHIPMENT totals for 2024-02 and 2024-01
- **Data status**: Month-end closed

**Context (optional)**
- MoM growth for total_sales in February 2024 versus January 2024 in the EMEA region. 

Would you like a breakdown by product group or sub-region within EMEA?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH Curr AS (
  SELECT SUM(total_sales) AS curr_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-02'
    AND ru = 'EMEA'
    AND order_type = 'SHIPMENT'
),
Prior AS (
  SELECT SUM(total_sales) AS prior_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-01'
    AND ru = 'EMEA'
    AND order_type = 'SHIPMENT'
)
SELECT
  Curr.curr_sales AS current_sales,
  Prior.prior_sales AS prior_sales,
  (Curr.curr_sales - Prior.prior_sales) AS delta_sales,
  (Curr.curr_sales - Prior.prior_sales) / NULLIF(Prior.prior_sales, 0) AS moM_growth
FROM Curr
CROSS JOIN Prior;

- **Filters Applied**: year_month IN ('2024-02','2024-01'), ru = 'EMEA', order_type = 'SHIPMENT'
- **Time Range**: 2024-01 to 2024-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the QoQ growth in total_sales for EMEA (ru) in Q3 2024?","total_sales","ru","### QoQ Growth in Total Sales (EMEA, Q3 2024)
**Answer**: USD 4,800,000.00 (QoQ: USD 550,000.00 | 12.94%)

**Scope / Confidence**
- Includes ru = EMEA and order_type = 'SHIPMENT' for Q3 2024 vs Q2 2024
- Data status: Month-end closed

**Context (optional)**
- Q3 2024 shows a +12.94% QoQ growth in total_sales for EMEA shipments versus Q2 2024. Would you like a breakdown by month or by product group?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH current AS (
  SELECT SUM(total_sales) AS total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE ru = 'EMEA'
    AND year_month IN ('2024-07','2024-08','2024-09')
    AND order_type = 'SHIPMENT'
),
prior AS (
  SELECT SUM(total_sales) AS total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE ru = 'EMEA'
    AND year_month IN ('2024-04','2024-05','2024-06')
    AND order_type = 'SHIPMENT'
)
SELECT c.total_sales AS current_total_sales,
       p.total_sales AS prior_total_sales,
       (c.total_sales - p.total_sales) AS delta,
       (c.total_sales - p.total_sales) / NULLIF(p.total_sales, 0) AS growth
FROM current c CROSS JOIN prior p;

- **Filters Applied**: ru = 'EMEA'; year_month in 2024-07 to 2024-09 (Current) and 2024-04 to 2024-06 (Prior); order_type = 'SHIPMENT'
- **Time Range**: 2024-04 to 2024-09
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the YoY growth in sales for the EMEA region in 2024?","YoY sales growth","EMEA","### YoY Growth in Sales (2024)
**Answer**: USD 72,500,000.00 (YoY: USD 6,500,000.00 | 9.85%)

**Scope / Confidence**
- Includes EMEA region, Billing data, SHIPMENT order_type, 2024 vs 2023 full-year comparison
- **Data status**: Month-end closed

**Context (optional)**
- The EMEA region shows solid YoY growth in 2024, driven by strength across several key markets and a favorable product mix.

Would you like a breakdown by month or by country within EMEA?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH Curr AS (
      SELECT SUM(total_sales) AS curr_sales, SUM(total_qty) AS curr_qty
      FROM ods.fact_monthly_sales_poa_billing
      WHERE ru = 'EMEA'
        AND year_month BETWEEN '2024-01' AND '2024-12'
        AND order_type = 'SHIPMENT'
  ),
  Prior AS (
      SELECT SUM(total_sales) AS prior_sales, SUM(total_qty) AS prior_qty
      FROM ods.fact_monthly_sales_poa_billing
      WHERE ru = 'EMEA'
        AND year_month BETWEEN '2023-01' AND '2023-12'
        AND order_type = 'SHIPMENT'
  )
  SELECT Curr.curr_sales AS current_sales,
         Prior.prior_sales AS prior_sales,
         (Curr.curr_sales - Prior.prior_sales) AS delta_sales,
         ( (Curr.curr_sales - Prior.prior_sales) / NULLIF(Prior.prior_sales, 0) ) AS growth_pct
  FROM Curr CROSS JOIN Prior;

- **Filters Applied**: ru = 'EMEA', order_type = 'SHIPMENT', year_month in 2024 for current; year_month in 2023 for prior
- **Time Range**: 2024-01 to 2024-12 (current) vs 2023-01 to 2023-12 (prior)
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the MoM % change in total_sales for EMEA (Russia) in 2024-01?","MoM","region_country","### Total Sales (MoM) (2024-01, EMEA)

**Answer**: 10.48%

**Scope / Confidence**
- Includes EMEA region (Russia scope considered within EMEA)
- **Data status**: Month-end closed

**Context (optional)**
- MoM delta: USD 138,400.25; MoM growth: 10.48% vs 2023-12
- Note: This is calculated on Billing (SHIPMENT) totals for the two periods.

[Would you like a breakdown by sub-region within EMEA or by focus_flag?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH Curr AS (
  SELECT SUM(total_sales) AS total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-01'
    AND ru = 'EMEA'
    AND order_type = 'SHIPMENT'
),
Prev AS (
  SELECT SUM(total_sales) AS total_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2023-12'
    AND ru = 'EMEA'
    AND order_type = 'SHIPMENT'
)
SELECT
  COALESCE(Curr.total_sales, 0) AS current_total_sales,
  COALESCE(Prev.total_sales, 0) AS prior_total_sales,
  COALESCE(Curr.total_sales, 0) - COALESCE(Prev.total_sales, 0) AS delta_sales,
  (COALESCE(Curr.total_sales, 0) - COALESCE(Prev.total_sales, 0)) / NULLIF(COALESCE(Prev.total_sales, 0), 0) AS mom_growth
FROM Curr CROSS JOIN Prev;

- **Filters Applied**: year_month in ('2024-01','2023-12'), ru = 'EMEA', order_type = 'SHIPMENT'
- **Time Range**: 2023-12 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the QoQ % change in total_sales for EMEA (ru) between Q2 2024 and Q3 2024?","QoQ % change in total_sales","ru","### Total Sales QoQ Change (EMEA)

**Answer**: 10.0%

**Scope / Confidence**
- Includes ru = EMEA, Billing data, SHIPMENT only
- Time period comparison: Q2 2024 vs Q3 2024
- **Data status**: Month-end closed

**Context (optional)**
- QoQ change from Q2 2024 to Q3 2024: Total Sales increased by USD 1,250,000 (+10.0%) in EMEA.

Would you like this broken down by country within EMEA or by product group?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH Curr AS (
  SELECT SUM(total_sales) AS curr_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE ru = 'EMEA'
    AND year_month IN ('2024-07','2024-08','2024-09')
    AND order_type = 'SHIPMENT'
),
Prev AS (
  SELECT SUM(total_sales) AS prev_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE ru = 'EMEA'
    AND year_month IN ('2024-04','2024-05','2024-06')
    AND order_type = 'SHIPMENT'
)
SELECT
  (curr_sales - prev_sales) AS delta_sales,
  (curr_sales - prev_sales) / NULLIF(prev_sales, 0) * 100 AS growth_pct,
  curr_sales AS curr_total_sales,
  prev_sales AS prev_total_sales
FROM Curr CROSS JOIN Prev;

- **Filters Applied**: ru = 'EMEA'; year_month IN ('2024-07','2024-08','2024-09') vs ('2024-04','2024-05','2024-06'); order_type = 'SHIPMENT'
- **Time Range**: 2024-04 to 2024-09
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the YoY percentage growth in total_sales for brand YAGEO in the year 2024 (compared to 2023)?","YoY growth in total_sales","brand","### Total Sales (YoY 2024 vs 2023)
**Answer**: 20.00%

**Scope / Confidence**
- Includes brand YAGEO, Billing data, Shipments only, Year-over-Year comparison for 2023 vs 2024
- **Data status**: Month-end closed

**Context (optional)**
- YoY growth for YAGEO total_sales in 2024 relative to 2023 indicates a positive expansion in shipments revenue for the brand. Delta: USD 1,500,000.

Would you like a breakdown by month or by region for deeper insight?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH y2024 AS (
  SELECT SUM(total_sales) AS sales_2024
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month BETWEEN '2024-01' AND '2024-12'
    AND brand = 'YAGEO'
    AND order_type = 'SHIPMENT'
),
y2023 AS (
  SELECT SUM(total_sales) AS sales_2023
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month BETWEEN '2023-01' AND '2023-12'
    AND brand = 'YAGEO'
    AND order_type = 'SHIPMENT'
)
SELECT sales_2024 AS total_2024, sales_2023 AS total_2023,
       (sales_2024 - sales_2023) AS delta_sales,
       ((sales_2024 - sales_2023) / NULLIF(sales_2023, 0)) AS growth_pct
FROM y2024, y2023;

- **Filters Applied**: brand = 'YAGEO'; order_type = 'SHIPMENT'; year_month in 2023 and 2024
- **Time Range**: 2023-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total sales for order_type = BACKLOG in 2024-01?","total_sales","order_type","### Total Sales (Backlog) (2024-01)
**Answer**: USD 1,234,567.89

**Scope / Confidence**
- Includes backlog (order_type = 'BACKLOG') records from the Billing table for 2024-01
- Single-period snapshot (no breakdowns by brand, region, or customer)

- **Data status**: Month-end closed

**Context (optional)**
- Backlog captures non-shipment backlog activities; this value represents the total invoiced sales associated with backlog for January 2024.

[Would you like a breakdown by region or customer_parent for backlog in 2024-01?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT SUM(total_sales) AS total_sales
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-01'
  AND order_type = 'BACKLOG';
```

- **Filters Applied**: year_month = '2024-01'; order_type = 'BACKLOG'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total_qty for year_month = '2024-01' and order_type = 'BACKLOG'?","total_qty","order_type, year_month","### Total Qty (Backlog, 2024-01)
**Answer**: 9,612 units

**Scope / Confidence**
- Includes all backlog records in year_month = 2024-01 (order_type <> 'SHIPMENT')
- **Data status**: Month-end closed

**Context (optional)**
- Backlog quantity reflects non-shipment backlog items aggregated for the month.

Would you like a breakdown by customer or region?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT SUM(total_qty) AS backlog_total_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-01'
  AND order_type <> 'SHIPMENT';
```
- **Filters Applied**: year_month = '2024-01'; order_type <> 'SHIPMENT'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total sales for bookings in RU for 2024-01?","total_sales","ru","### Booking Sales (2024-01)
**Answer**: USD 5,012,345.67

**Scope / Confidence**
- Includes all RU (no region filter) for bookings in 2024-01
- **Data status**: Month-end closed

**Context (optional)**
- Booking sales reflect pipeline/order-value captured as bookings for the specified month.

Would you like a breakdown by region (ru) or by product group?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS booking_total_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-01';
- **Filters Applied**: year_month = '2024-01'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L2","What is the total booked quantity for EMEA (ru) for 2024-01 in the POA Booking dataset?","total_qty","ru, year_month","### Booked Quantity (2024-01)
**Answer**: 24,618 units

**Scope / Confidence**
- Includes all POA Booking records for ru = EMEA in 2024-01
- **Data status**: Month-end closed

**Context (optional)**
- This is the total quantity booked in the POA Booking dataset for EMEA for January 2024.

[Would you like this broken down by product group (pbg/pbu) or drilled by month for a YoY comparison?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT SUM(total_qty) AS total_booked_qty
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2024-01'
  AND ru = 'EMEA';
```
- **Filters Applied**: year_month = '2024-01'; ru = 'EMEA'
- **Time Range**: 2024-01 to 2024-01
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
