"difficulty","question","metric","dimension","expected_answer"
"L1","What is the Gross Profit (GP) for 2024-06?","Gross Profit (GP)","N/A","### Gross Profit (2024-06)
**Answer**: USD 1,540,000.00

**Scope / Confidence**
- Includes all billing SHIPMENT data for 2024-06
- **Data status**: Month-end closed

**Context (optional)**
- GP represents gross profit calculated as total_sales minus total_cost for the period, drawn from theBilling table (SHIPMENT records only).

Would you like a breakdown by brand or region?

<details>
<summary>Technical Log</summary>
- **SQL Query**: 
  WITH period AS (
    SELECT SUM(total_sales) AS total_sales, SUM(total_cost) AS total_cost
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2024-06'
      AND order_type = 'SHIPMENT'
  )
  SELECT total_sales, total_cost, (total_sales - total_cost) AS gp
  FROM period;
- **Filters Applied**: year_month = '2024-06'; order_type = 'SHIPMENT'
- **Time Range**: 2024-06
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the Gross Margin % for 2024-12?","Gross Margin % (GM%)","N/A","### Gross Margin % (2024-12)
**Answer**: 30.53%

**Scope / Confidence**
- Includes all brands and product groups
- **Data status**: Month-end closed

**Context (optional)**
- December 2024 Gross Margin %: 30.53%

Would you like a breakdown by brand or region?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT
    SUM(total_sales) AS total_sales,
    SUM(total_cost) AS total_cost,
    100.0 * (SUM(total_sales) - SUM(total_cost)) / NULLIF(SUM(total_sales), 0) AS gm_percent
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-12'
    AND order_type = 'SHIPMENT';

- **Filters Applied**: year_month = '2024-12'; order_type = 'SHIPMENT'
- **Time Range**: 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the Gross Margin % (GM%) for 2024-12?","Gross Margin % (GM%)","N/A","### GM% (2024-12)
**Answer**: 34.3%

**Scope / Confidence**
- Includes all shipments for 2024-12
- **Data status**: Month-end closed

**Context (optional)**
- GM% is calculated as (SUM(total_sales) - SUM(total_cost)) / NULLIF(SUM(total_sales), 0) for the Billing SHIPMENT records in 2024-12.

Would you like a breakdown by brand or ru for GM%?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT 
  (SUM(total_sales) - SUM(total_cost)) / NULLIF(SUM(total_sales), 0) AS gm_percent
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-12'
  AND order_type = 'SHIPMENT';
```
- **Filters Applied**: year_month = '2024-12'; order_type = 'SHIPMENT'
- **Time Range**: 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the Average Selling Price (ASP) for December 2024 across all products?","Average Selling Price (ASP)","All products","### Average Selling Price (December 2024)
**Answer**: 125.00 USD per unit

**Scope / Confidence**
- Includes all products
- **Data status**: Month-end closed
- Data updated: 2024-12-31

**Context (optional)**
- ASP is calculated as total_sales divided by total_qty using SHIPMENT records for year_month = 2024-12.

Would you like a breakdown by brand or region?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT
    SUM(total_sales) AS total_sales,
    SUM(total_qty) AS total_qty,
    SUM(total_sales) / NULLIF(SUM(total_qty), 0) AS asp
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-12'
    AND order_type = 'SHIPMENT';
- **Filters Applied**: year_month = '2024-12'; order_type = 'SHIPMENT'
- **Time Range**: 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the MoM % for 2024-12?","MoM %","N/A","### GM% MoM (2024-12)
**Answer**: 35.00%

**Scope / Confidence**
- Includes all shipments (order_type = 'SHIPMENT') for the period 2024-12, across all brands and regions (single-row total)
- **Data status**: Month-end closed

**Context (optional)**
- GM% for December 2024 is 35.00%, up 2.80 percentage points from November 2024 (32.20%). MoM growth: 8.70%.

[Would you like a breakdown by brand or region for December 2024?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
WITH current AS (
  SELECT SUM(total_sales) AS cur_sales, SUM(total_cost) AS cur_cost
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-12' AND order_type = 'SHIPMENT'
),
prior AS (
  SELECT SUM(total_sales) AS pri_sales, SUM(total_cost) AS pri_cost
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-11' AND order_type = 'SHIPMENT'
),
gm AS (
  SELECT
    (cur_sales - cur_cost) / NULLIF(cur_sales, 0) * 100 AS gm_cur,
    (pri_sales - pri_cost) / NULLIF(pri_sales, 0) * 100 AS gm_pri
  FROM current, prior
)
SELECT
  gm_cur AS gm_current_percent,
  (gm_cur - gm_pri) AS gm_delta_percent_points,
  CASE WHEN gm_pri = 0 THEN NULL ELSE ((gm_cur - gm_pri) / NULLIF(gm_pri, 0)) * 100 END AS gm_growth_percent
FROM gm;
```
- **Filters Applied**: year_month IN ('2024-12', '2024-11') AND order_type = 'SHIPMENT'
- **Time Range**: 2024-11 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA Q/Q Growth % for Q3 2024?","POA Q/Q Growth %","N/A","### POA QoQ Growth (Q3 2024)
**Answer**: 11.39% (QoQ: USD +1,800,000 | 11.39%)

**Scope / Confidence**
- Includes POA bookings across all customers and regions (Booking table)
- **Data status**: Month-end closed

**Context (optional)**
- QoQ momentum improved into Q3 2024, driven by stronger demand in multiple regions.

Would you like a breakdown by brand or region for Q3 2024?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH current AS (
  SELECT SUM(total_sales) AS current_poa
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month IN ('2024-07','2024-08','2024-09')
),
prior AS (
  SELECT SUM(total_sales) AS prior_poa
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month IN ('2024-04','2024-05','2024-06')
)
SELECT c.current_poa, p.prior_poa,
       (c.current_poa - p.prior_poa) AS delta_poa,
       (c.current_poa - p.prior_poa) / NULLIF(p.prior_poa, 0) AS growth_pct
FROM current c CROSS JOIN prior p;

- **Filters Applied**: year_month IN ('2024-07','2024-08','2024-09') for current; year_month IN ('2024-04','2024-05','2024-06') for prior
- **Time Range**: 2024-04 to 2024-09
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BILLED YoY Growth % for 2024 (vs 2023)?","POA BILLED YoY Growth %","N/A","### POA BILLED YoY Growth % (2024 vs 2023)
**Answer**: USD 9,860,000.00 (YoY: +960,000 | +10.79%)

**Scope / Confidence**
- Includes SHIPMENT billing totals across all brands and regions
- Data status: Month-end closed

**Context (optional)**
- YoY growth reflects a modest rebound in billed POA activity in 2024 compared with 2023.

Would you like a breakdown by region or brand for 2024 vs 2023?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
WITH current AS (
  SELECT SUM(total_sales) AS current_total
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month >= '2024-01' AND year_month <= '2024-12'
    AND order_type = 'SHIPMENT'
),
prior AS (
  SELECT SUM(total_sales) AS prior_total
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month >= '2023-01' AND year_month <= '2023-12'
    AND order_type = 'SHIPMENT'
)
SELECT c.current_total,
       p.prior_total,
       (c.current_total - p.prior_total) AS delta,
       ((c.current_total - p.prior_total) / NULLIF(p.prior_total, 0)) * 100 AS yoy_growth_pct
FROM current c
CROSS JOIN prior p;
```
- **Filters Applied**: year_month 2024-01 to 2024-12; year_month 2023-01 to 2023-12; order_type = 'SHIPMENT'
- **Time Range**: 2023-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA BILLED M/M Growth % for 2024-12?","POA BILLED M/M Growth %","2024-12","### POA BILLED M/M Growth % (2024-12)
**Answer**: USD 5,260,000.00 (MoM: +USD 280,000.00 | 5.62%)

**Scope / Confidence**
- Includes POA Billing for SHIPMENT in 2024-12 with MoM comparison to 2024-11
- **Data status**: Month-end closed

**Context (optional)**
- December 2024 POA billed shows a moderate month-over-month increase, aligning with seasonal uplift.

[Would you like a breakdown by ru or by product to identify drivers?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
WITH current AS (
  SELECT SUM(total_sales) AS current_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-12'
    AND order_type = 'SHIPMENT'
),
baseline AS (
  SELECT SUM(total_sales) AS prior_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-11'
    AND order_type = 'SHIPMENT'
)
SELECT
  current_sales,
  prior_sales,
  (current_sales - prior_sales) AS delta,
  ((current_sales - prior_sales) / NULLIF(prior_sales, 0)) * 100 AS growth_pct
FROM current
CROSS JOIN baseline;
```
- **Filters Applied**: year_month in ('2024-12','2024-11'), order_type = 'SHIPMENT'
- **Time Range**: 2024-11 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What was the POA QoQ Growth % for Q2 2024?","POA QoQ Growth %","N/A","### POA QoQ Growth % (Q2 2024)
**Answer**: 15.00% (QoQ: +5.91% | +65.00%)

**Scope / Confidence**
- Includes all POA Billing shipments aggregated to quarter (Q2 2024 vs Q1 2024, with prior QoQ baseline)
- **Data status**: Quarter-end closed

**Context (optional)**
- The POA total sales increased to Q2 2024, up 15.00% QoQ from Q1 2024, and the QoQ growth rate itself accelerated versus the prior QoQ (from ~9.09% to 15.00%), representing a 65.0% growth in the QoQ growth rate relative to Q1’s QoQ growth.

[Recommended next step]
- Would you like a breakdown by region (ru) or by product hierarchy (pbg/pbu) to understand drivers?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
WITH
  q2 AS (
    SELECT SUM(total_sales) AS q2_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2024-04','2024-05','2024-06')
      AND order_type = 'SHIPMENT'
  ),
  q1 AS (
    SELECT SUM(total_sales) AS q1_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2024-01','2024-02','2024-03')
      AND order_type = 'SHIPMENT'
  ),
  q1prev AS (
    SELECT SUM(total_sales) AS q1_prev_sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month IN ('2023-10','2023-11','2023-12')
      AND order_type = 'SHIPMENT'
  ),
  calc AS (
    SELECT
      ROUND((q2.q2_sales - q1.q1_sales) / NULLIF(q1.q1_sales,0) * 100, 2) AS qoq_current,
      ROUND((q1.q1_sales - q1prev.q1_prev_sales) / NULLIF(q1prev.q1_prev_sales,0) * 100, 2) AS qoq_prior
    FROM q2, q1, q1prev
  )
SELECT
  calc.qoq_current AS qoq_growth_current,
  calc.qoq_prior AS qoq_growth_prior,
  ROUND((calc.qoq_current - calc.qoq_prior), 2) AS delta_percent,
  ROUND(((calc.qoq_current - calc.qoq_prior) / NULLIF(calc.qoq_prior,0)) * 100, 2) AS growth_percent
FROM calc;
```
- **Filters Applied**: order_type = 'SHIPMENT'; period filters for Q2 2024 vs Q1 2024; baseline QoQ for prior quarter (2023-Q4)
- **Time Range**: Q2 2024 (2024-04 to 2024-06); Prior QoQ (2024-01 to 2024-03); Baseline QoQ (2023-10 to 2023-12)
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the YoY growth percentage for POA BILLED in 2024 (vs 2023)?","YoY Growth %","N/A","### POA BILLED (YoY 2024 vs 2023)
**Answer**: USD 5,420,000.00 (YoY: 820,000.00 | 17.83%)

**Scope / Confidence**
- Includes Shipments only across 2023 and 2024
- **Data status**: Month-end closed

**Context (optional)**
- Year-over-year growth reflects total POA billed shipments for 2024 versus 2023.

[Follow-up suggestion: Would you like a breakdown by month or by region to see which periods contributed most to the growth?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
WITH current_period AS (
  SELECT SUM(total_sales) AS current_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month BETWEEN '2024-01' AND '2024-12'
    AND order_type = 'SHIPMENT'
),
baseline_period AS (
  SELECT SUM(total_sales) AS prior_sales
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month BETWEEN '2023-01' AND '2023-12'
    AND order_type = 'SHIPMENT'
)
SELECT current_period.current_sales,
       baseline_period.prior_sales,
       (current_period.current_sales - baseline_period.prior_sales) AS delta,
       ((current_period.current_sales - baseline_period.prior_sales) / NULLIF(baseline_period.prior_sales, 0)) AS growth
FROM current_period CROSS JOIN baseline_period;
```
- **Filters Applied**: order_type = 'SHIPMENT'
- **Time Range**: 2023-01 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA BACKLOG for 2024-09?","POA BACKLOG","N/A","### Backlog (2024-09)
**Answer**: USD 1,234,567.89

**Scope / Confidence**
- Includes all backlog orders (order_type <> 'SHIPMENT') for 2024-09, aggregated across all regions and brands.
- **Data status**: Month-end closed

**Context (optional)**
- Backlog represents the value of orders in the system that have not yet shipped. This figure reflects potential revenue for future periods.

[Would you like a breakdown by region, brand, or product hierarchy?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS backlog_total_sales,
         SUM(total_qty) AS backlog_total_qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-09'
    AND order_type <> 'SHIPMENT';

- **Filters Applied**: year_month = '2024-09'; order_type <> 'SHIPMENT'

- **Time Range**: 2024-09

- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA BACKLOG Qty for 2024-12?","POA BACKLOG Qty","N/A","### POA BACKLOG Qty (2024-12)
**Answer**: 12,360 units

**Scope / Confidence**
- Includes all POA backlog bookings for 2024-12
- **Data status**: Month-end closed

**Context (optional)**
- December 2024 backlog quantity recorded in POA booking data.

Would you like a breakdown by region (ru) or by product family (pbg/pbu) as a follow-up?

<details>
<summary>Technical Log</summary>
- **SQL Query**: 
  SELECT SUM(total_qty) AS backlog_qty
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-12';
- **Filters Applied**: year_month = '2024-12'
- **Time Range**: 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BOOKED total for 2024-12?","POA BOOKED","N/A","### POA Booking Total (2024-12)
**Answer**: USD 3,128,547.89

**Scope / Confidence**
- Includes all POA booking records for the month 2024-12 across all products and regions
- **Data status**: Month-end closed

**Context (optional)**
- This figure reflects POA bookings (undelivered orders) booked in December 2024. Would you like a breakdown by brand, ru, or product group?

[Recommended next step]
- Request a breakdown by dimension (e.g., by brand or ru) if you need deeper insight.

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT SUM(total_sales) AS poa_booking_total_sales
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2024-12';
```
- **Filters Applied**: year_month = '2024-12'
- **Time Range**: 2024-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BOOKED Qty for 2024-12?","POA BOOKED Qty","N/A","### POA BOOKED Qty (2024-12)
**Answer**: 52,310 units

**Scope / Confidence**
- Includes all customers; single-period total
- **Data status**: Month-end closed

**Context (optional)**
- December 2024 POA booked quantity across all bookings

Would you like a breakdown by brand, region, or customer type?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT SUM(total_qty) AS booked_qty,
       MAX(updated_date) AS updated_date
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2024-12';
```
- **Filters Applied**: year_month = '2024-12'
- **Time Range**: 2024-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BOOKED M/M Growth % for 2024-12?","POA BOOKED M/M Growth %","N/A","### POA Booked MoM Growth % (2024-12)
**Answer**: USD 2,450,000.00 (MoM: -USD 70,000.00 | -2.78%)

**Scope / Confidence**
- Includes all POA Booking totals; no breakdown by brand, region, or product level
- **Data status**: Month-end closed

**Context (optional)**
- POA booked value decreased MoM in December 2024 versus November 2024, by 2.78%.

[Would you like a breakdown by ru or brand for deeper insight?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH Current_Period AS (
      SELECT SUM(total_sales) AS current_sales
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month = '2024-12'
  ),
  Baseline_Period AS (
      SELECT SUM(total_sales) AS prior_sales
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month = '2024-11'
  )
  SELECT
      Current_Period.current_sales AS current_month_sales,
      Baseline_Period.prior_sales AS prior_month_sales,
      (Current_Period.current_sales - Baseline_Period.prior_sales) AS delta,
      100.0 * (Current_Period.current_sales - Baseline_Period.prior_sales) / NULLIF(Baseline_Period.prior_sales, 0) AS growth_pct
  FROM Current_Period CROSS JOIN Baseline_Period;

- **Filters Applied**: year_month IN ('2024-12', '2024-11')
- **Time Range**: 2024-11 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA Q/Q Growth % for Q2 2024?","POA Q/Q Growth %","N/A","### POA QoQ Growth % (Q2 2024)
**Answer**: 20.83%

**Scope / Confidence**
- Includes Booking totals for Q1 2024 and Q2 2024
- **Data status**: Month-end closed

**Context (optional)**
- QoQ growth indicates booking demand increased in Q2 2024 versus Q1 2024.
  - Delta: USD 250,000.00
  - Growth: 20.83%

[Would you like a breakdown by brand or region for these quarters?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH current_q2 AS (
    SELECT SUM(total_sales) AS current_booking_total
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month IN ('2024-04','2024-05','2024-06')
  ),
  baseline_q1 AS (
    SELECT SUM(total_sales) AS baseline_booking_total
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month IN ('2024-01','2024-02','2024-03')
  )
  SELECT
    c.current_booking_total,
    b.baseline_booking_total,
    (c.current_booking_total - b.baseline_booking_total) AS delta_booking,
    ( (c.current_booking_total - b.baseline_booking_total) / NULLIF(b.baseline_booking_total, 0) ) * 100 AS growth_pct
  FROM current_q2 c CROSS JOIN baseline_q1 b;

- **Filters Applied**: year_month in Q1 2024 and Q2 2024
- **Time Range**: 2024-01 to 2024-06
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
